italoeuropeo.co.uk italoeuropeo False 0 0 "No Phone Number"
lapergolacambridge.co.uk lapergolacambridge True 4.5 4.0 01223260005
christchurchreading.org.uk christchurchreading True 4.6 1.0 "No Phone Number"
readingfamilychurch.org.uk readingfamilychurch True 4.8 1.0 01189876278
christchurcheastsheen.org.uk christchurcheastsheen True 4.8 5.0 02088765914
minchbc.org.uk minchbc True 4.8 5.0 01453886997
readingminster.org.uk readingminster True 4.5 3.0 01189571057
stpats.org.uk stpats True 4.7 1.0 02087730822
adelparishchurch.org.uk adelparishchurch True 4.6 2.0 01132673676
readinguniversitymedicalpractice.nhs.uk readinguniversitymedicalpractice True 3.9 4.0 01189874551
whopaysthisdoctor.org whopaysthisdoctor False 0 0 "No Phone Number"
drlalithadesilva.com drlalithadesilva False 0 0 "No Phone Number"
berkswellbeingclinic.co.uk berkswellbeingclinic False 0 0 "No Phone Number"
psymplicity.com psymplicity False 0 0 "No Phone Number"
thelighthouseoxford.com thelighthouseoxford True 4.2 6.0 01865204060
lighthousemissenden.org.uk lighthousemissenden False 0 0 "No Phone Number"
lighthousefishandchips.co.uk lighthousefishandchips True 4.4 1.0 01923260738
thelighthousebattersea.com thelighthousebattersea True 4.2 6.0 02072237721
hostelthehague.com hostelthehague False 0 0 "No Phone Number"
skyewalkerhostel.com skyewalkerhostel False 0 0 "No Phone Number"
edinburghcitycentrehostels.co.uk edinburghcitycentrehostels False 0 0 "No Phone Number"
lock-solutions.co.uk lock-solutions True 5.0 1.0 07711906667
lockforce.co.uk lockforce False 0 0 "No Phone Number"
linkservices.co.uk linkservices True 1.8 2.0 03716640300
pickmelocksmith.com pickmelocksmith True 5.0 3.0 07593865321
brinnicklocksmiths.co.uk brinnicklocksmiths True 4.5 3.0 01908617575
locksmithanimation.com locksmithanimation True 4.5 6.0 02076376780
asaplocksmiths.co.uk asaplocksmiths True 5.0 4.0 01189268641
designworkstudios.co.uk designworkstudios True 5.0 1.0 01183570071
annethearchitect.co.uk annethearchitect True 5.0 1.0 01189320846
3144architects.com 3144architects False 0 0 "No Phone Number"
smallwoodarchitects.co.uk smallwoodarchitects False 0 0 "No Phone Number"
northerncountiesclub.co.uk northerncountiesclub True 4.9 2.0 01912322744
ethelsclub.com ethelsclub False 0 0 "No Phone Number"
leathespsychology.co.uk leathespsychology False 0 0 "No Phone Number"
jobsinpsychology.co.uk jobsinpsychology False 0 0 "No Phone Number"
thefamilypsychologist.co.uk thefamilypsychologist True 5.0 2.0 01562610011
my-plumber.co.uk my-plumber True 4.0 4.0 02030785920
homecureplumbers.co.uk homecureplumbers True 4.2 7.0 02035044000
parklaneorthodontics.co.uk parklaneorthodontics True 4.9 5.0 01189411628
the-orthodontic-centre.co.uk the-orthodontic-centre True 3.9 5.0 01189664511
clearlyortho.co.uk clearlyortho True 4.8 1.0 01162100205
orthodonticexcellence.co.uk orthodonticexcellence True 4.9 1.0 01217052566
origin-orthodontics.co.uk origin-orthodontics False 0 0 "No Phone Number"
orthosmile.co.uk orthosmile False 0 0 "No Phone Number"
epsomorthodontics.co.uk epsomorthodontics True 5.0 1.0 01372749040
queensgateorthodontics.co.uk queensgateorthodontics True 5.0 5.0 02073730176
turretortho.co.uk turretortho True 4.9 1.0 01619260629
grosvenorhousedental.co.uk grosvenorhousedental True 5.0 1.0 01892542226
midwessexortho.co.uk midwessexortho True 5.0 7.0 01722340034
no1braces.co.uk no1braces True 5.0 4.0 01332514893
signatureortho.co.uk signatureortho True 4.9 5.0 01214547011
trinityhouse-orthodontics.co.uk trinityhouse-orthodontics False 0 0 "No Phone Number"
orthoclinique.co.uk orthoclinique True 4.8 8.0 01462435400
orthodontist-online.co.uk orthodontist-online True 4.7 1.0 01923721156
anglehouseorthodontics.co.uk anglehouseorthodontics False 0 0 "No Phone Number"
dermatologist.org.uk dermatologist False 0 0 "No Phone Number"
chartaccountancy.com chartaccountancy False 0 0 "No Phone Number"
accountantsinreading.co.uk accountantsinreading False 0 0 "No Phone Number"
myaccountantfriend.com myaccountantfriend True 5.0 3.0 02071006011
apdrecruiting.org apdrecruiting True 3.0 1.0 +1512-974-4211
bolanthaicuisine.co.uk bolanthaicuisine True 4.5 2.0 01189568881
thaicornerreading.co.uk thaicornerreading True 4.4 5.0 01189595050
sawadika.co.uk sawadika True 4.0 1.0 02078318488
sangthai.co.uk sangthai True 4.3 1.0 01904728462
eat-thai.co.uk eat-thai True 4.6 2.0 01494532888
jintanathaicuisine.com jintanathaicuisine True 4.3 3.0 01539433394
nakornthai.co.uk nakornthai True 4.4 2.0 01582481554
singtongthairestaurant.co.uk singtongthairestaurant True 4.6 2.0 01986873737
nakhonthai.co.uk nakhonthai True 4.1 6.0 02074745510
bannthai.co.uk bannthai True 4.6 1.0 01263513193
totalguidetoreading.com totalguidetoreading False 0 0 "No Phone Number"
platts.co.uk platts False 0 0 "No Phone Number"
carwashadvisoryservice.co.uk carwashadvisoryservice True 3.7 3.0 01376564070
beecleanexpresswash.com beecleanexpresswash False 0 0 "No Phone Number"
psdcodax.com psdcodax False 0 0 "No Phone Number"
homeleigh.co.uk homeleigh True 4.1 1.0 01580892037
lime-sq.co.uk lime-sq False 0 0 "No Phone Number"
prospectshoppingcentre.co.uk prospectshoppingcentre True 4.0 2.0 01482324619
314gamestore.co.uk 314gamestore False 0 0 "No Phone Number"
beaniegames.co.uk beaniegames True 4.8 1.0 01642918911
beachboxspa.co.uk beachboxspa True 4.9 2.0 07846908256
theyurtretreat.co.uk theyurtretreat False 0 0 "No Phone Number"
aishamosque.org aishamosque True 4.7 1.0 01922620982
lincolncentralmosque.org.uk lincolncentralmosque True 4.7 5.0 01522528743
froudsbridgemarina.co.uk froudsbridgemarina True 4.8 4.0 01189714508
amble.co.uk amble False 0 0 "No Phone Number"
kingpointmarina.co.uk kingpointmarina True 4.3 7.0 01752424297
swanseamarina.org.uk swanseamarina True 4.5 4.0 01792470310
arbor-etum.com arbor-etum True 4.1 1.0 02072402874
inarboretum.com inarboretum False 0 0 "No Phone Number"
derby.sch.uk derby False 0 0 "No Phone Number"
sidmoutharboretum.org.uk sidmoutharboretum False 0 0 "No Phone Number"
theshredquarters.co.uk theshredquarters True 4.8 4.0 01183224670
amnersfarm.co.uk amnersfarm True 4.1 4.0 01189833437
hatfieldparkfarm.co.uk hatfieldparkfarm True 4.3 5.0 01707287012
elmtreefarm.org elmtreefarm False 0 0 "No Phone Number"
arnpriorfarm.com arnpriorfarm True 4.4 9.0 01786870481
englishmartyrsrdg.org.uk englishmartyrsrdg True 4.5 4.0 01189572149
st-josephs-tilehurst.org.uk st-josephs-tilehurst True 4.4 3.0 01189428632
ourladyhernebay.co.uk ourladyhernebay True 4.5 1.0 01227375095
stbedesbasingstoke.org.uk stbedesbasingstoke False 0 0 "No Phone Number"
saintmcc.com saintmcc False 0 0 "No Phone Number"
alphaacademy.org alphaacademy False 0 0 "No Phone Number"
earley-tc.gov.uk earley-tc True 3.0 4.0 01189868995
goldencemetery.com goldencemetery True 4.8 8.0 +1303-279-1435
bowsboutiques.com bowsboutiques False 0 0 "No Phone Number"
minnies-boutique.co.uk minnies-boutique False 0 0 "No Phone Number"
lucysboutique.co.uk lucysboutique True 5.0 2.0 01277231277
ainesboutique.com ainesboutique True 5.0 1.0 +1781-944-0429
bridetobe.co.uk bridetobe True 4.7 1.0 01189575115
themercercollection.co.uk themercercollection False 0 0 "No Phone Number"
hillingdonprince.co.uk hillingdonprince False 0 0 "No Phone Number"
workhousecoffee.co.uk workhousecoffee True 4.5 8.0 "No Phone Number"
toadhallgardencentre.co.uk toadhallgardencentre True 4.4 4.0 01491574615
alpinecoffeeshop.co.uk alpinecoffeeshop False 0 0 "No Phone Number"
theappleorchard.co.uk theappleorchard True 4.8 1.0 01494528328
theoldbakery.co.uk theoldbakery False 0 0 "No Phone Number"
theacademyofwoodlands.co.uk theacademyofwoodlands False 0 0 "No Phone Number"
buttermilkcoffeehouse.co.uk buttermilkcoffeehouse True 4.5 6.0 01335361488
carfraemill.co.uk carfraemill False 0 0 "No Phone Number"
simpsinns.com simpsinns False 0 0 "No Phone Number"
visionexpresscareers.com visionexpresscareers False 0 0 "No Phone Number"
lynnefernandes.co.uk lynnefernandes False 0 0 "No Phone Number"
duffy-optometrists.co.uk duffy-optometrists False 0 0 "No Phone Number"
washstation.co.uk washstation True 1.7 7.0 08001412331
cleanservices.co.uk cleanservices True 4.4 3.0 03332414256
theironingladyltd.com theironingladyltd True 3.5 1.0 01189422200
gabriellemcmillan.com gabriellemcmillan False 0 0 "No Phone Number"
ablphotography.co.uk ablphotography True 5.0 1.0 01184492038
stevenbrooksphotography.co.uk stevenbrooksphotography True 5.0 1.0 07900898649
benjaminthephotographer.co.uk benjaminthephotographer True 5.0 1.0 07973443528
altnacealgachmotel.co.uk altnacealgachmotel False 0 0 "No Phone Number"
morefieldmotel.co.uk morefieldmotel False 0 0 "No Phone Number"
yorkway-motel.co.uk yorkway-motel False 0 0 "No Phone Number"
thebeachmotel.co.uk thebeachmotel False 0 0 "No Phone Number"
forestedgemotel.co.uk forestedgemotel False 0 0 "No Phone Number"
enniskillenhotel.com enniskillenhotel False 0 0 "No Phone Number"
newinnmotel.co.uk newinnmotel True 3.9 3.0 01633412426
briarfields.net briarfields False 0 0 "No Phone Number"
georgiesflorists.co.uk georgiesflorists True 4.0 7.0 01189861467
thevillageflorist.co.uk thevillageflorist True 4.7 2.0 01189420136
brambles-sonning-common.co.uk brambles-sonning-common True 4.7 1.0 01189721240
vendelarose.co.uk vendelarose True 4.8 1.0 01189422500
floristinreading.com floristinreading False 0 0 "No Phone Number"
vfbtheflorist.co.uk vfbtheflorist True 4.9 2.0 01189344420
maddisonsflorist.co.uk maddisonsflorist True 4.8 4.0 01707265220
sumoflowers.co.uk sumoflowers True 4.7 1.0 0163533227
esherflorist.com esherflorist True 4.6 7.0 01372466019
emmacampbellflorist.co.uk emmacampbellflorist True 4.4 7.0 01843835528
cherubsflorists.co.uk cherubsflorists True 5.0 5.0 01245361939
croppersinbloom.com croppersinbloom True 4.9 3.0 01189302166
sandrasflorist.co.uk sandrasflorist True 4.9 2.0 02380893862
milestonesflorist.co.uk milestonesflorist True 4.1 1.0 01832274305
forgetmenotsflorist.co.uk forgetmenotsflorist True 5.0 1.0 01706873600
farmerautocare.com farmerautocare False 0 0 "No Phone Number"
mrtyre.com mrtyre False 0 0 "No Phone Number"
handyman-reading.co.uk handyman-reading False 0 0 "No Phone Number"
handysquad.com handysquad True 4.2 1.0 08000121212
handymanservicelondon.co.uk handymanservicelondon True 4.6 2.0 02078462436
silversaints.com silversaints True 2.3 1.0 02070999199
istanbul-honiton.co.uk istanbul-honiton True 4.4 4.0 0140444334
lokmarestaurant.com lokmarestaurant True 4.2 4.0 02074072991
akarsuturkishrestaurantdurham.co.uk akarsuturkishrestaurantdurham True 4.6 3.0 01913830292
aspavarestaurant.co.uk aspavarestaurant True 4.4 7.0 01727810384
hazrestaurant.co.uk hazrestaurant False 0 0 "No Phone Number"
skewdkitchen.com skewdkitchen True 4.4 3.0 02084497771
turkishdelightrestaurant.com turkishdelightrestaurant True 4.6 3.0 01618810503
sultanturkishrestaurant.co.uk sultanturkishrestaurant False 0 0 "No Phone Number"
carpenterfarraday.com carpenterfarraday False 0 0 "No Phone Number"
candghardware.co.uk candghardware True 4.8 2.0 01189419999
kingsdiy.com kingsdiy False 0 0 "No Phone Number"
themallodiham.co.uk themallodiham True 3.2 2.0 01256701991
hudgieshardware.co.uk hudgieshardware True 5.0 6.0 01787278045
pentonshardware.co.uk pentonshardware True 4.3 2.0 02079356962
charlesdickenstoolstore.co.uk charlesdickenstoolstore True 4.6 1.0 01429273134
hamfeldshardwarestore.co.uk hamfeldshardwarestore True 4.9 2.0 01273492388
cyril-bason.co.uk cyril-bason True 5.0 5.0 01588673204
cutlacks.co.uk cutlacks False 0 0 "No Phone Number"
cliveha.co.uk cliveha True 3.5 2.0 01189461164
thomasons.co.uk thomasons False 0 0 "No Phone Number"
andrewdust.co.uk andrewdust False 0 0 "No Phone Number"
conradconsulting.co.uk conradconsulting True 4.9 8.0 02038542960
hardmanengineers.com hardmanengineers False 0 0 "No Phone Number"
structuralengineeringservices.co.uk structuralengineeringservices True 5.0 1.0 03334440355
hlnengineering.co.uk hlnengineering False 0 0 "No Phone Number"
jcob.org jcob True 4.0 4.0 01189500409
westminstersynagogue.org westminstersynagogue True 4.9 1.0 02075843953
nwss.org.uk nwss True 3.9 7.0 01932855400
edgwareu.com edgwareu True 4.7 2.0 02089587508
synagogue.org.uk synagogue False 0 0 "No Phone Number"
mkdrs.org.uk mkdrs True 4.8 6.0 01908617790
woodsideparksynagogue.org.uk woodsideparksynagogue True 4.3 9.0 02084454236
ruislipsynagogue.org.uk ruislipsynagogue True 3.7 6.0 01895622059
busheyus.org busheyus True 4.5 3.0 02089507340
cocoon.co.uk cocoon False 0 0 "No Phone Number"
nylonhairartists.co.uk nylonhairartists True 4.9 4.0 01189968897
worthingtonsthesalon.co.uk worthingtonsthesalon True 4.6 4.0 01189832964
jonesandpayne.com jonesandpayne True 4.5 1.0 02076136550
melanie-giles.uk melanie-giles False 0 0 "No Phone Number"
blhairdressing.co.uk blhairdressing False 0 0 "No Phone Number"
beechwoodmortgages.com beechwoodmortgages True 5.0 6.0 01189455477
wwfp.net wwfp False 0 0 "No Phone Number"
turneyassoc.co.uk turneyassoc True 5.0 1.0 01223329666
focusonkidspeds.com focusonkidspeds True 4.2 2.0 +1303-972-7337
campwilderness.co.uk campwilderness False 0 0 "No Phone Number"
usasummercamp.com usasummercamp True 4.9 7.0 01214119165
campcanada.co.uk campcanada True 5.0 8.0 01512030340
campsimcha.org.uk campsimcha True 5.0 8.0 02082029297
themanchester.co.uk themanchester False 0 0 "No Phone Number"
cocolico.co.uk cocolico False 0 0 "No Phone Number"
kovapatisserie.com kovapatisserie True 4.2 4.0 02074949866
terryspatisserie.co.uk terryspatisserie False 0 0 "No Phone Number"
inclusion.me.uk inclusion False 0 0 "No Phone Number"
hobson-quinn.co.uk hobson-quinn True 4.7 6.0 01189505144
58barbershop.co.uk 58barbershop True 5.0 7.0 "No Phone Number"
thebarbershopgroup.com thebarbershopgroup False 0 0 "No Phone Number"
samsbarbersreading.com samsbarbersreading True 4.8 3.0 01183484864
rezgascut.co.uk rezgascut True 4.1 1.0 01183277494
thebarbershop-mayfair.com thebarbershop-mayfair True 4.9 2.0 02074933231
walters-oxford.co.uk walters-oxford False 0 0 "No Phone Number"
thelocalbarbershop.com thelocalbarbershop True 4.4 1.0 01189794122
lemoniuk.com lemoniuk False 0 0 "No Phone Number"
yiannisgreekrestaurant.co.uk yiannisgreekrestaurant True 4.5 2.0 01159229475
arenarestaurant.co.uk arenarestaurant True 4.6 9.0 02089021849
rozafa.co.uk rozafa False 0 0 "No Phone Number"
athensgreekrestaurant.co.uk athensgreekrestaurant True 4.0 1.0 01216435523
sungreektaverna.co.uk sungreektaverna True 4.7 1.0 01749939533
zorbas.co.uk zorbas False 0 0 "No Phone Number"
emiliosgreekrestaurant.co.uk emiliosgreekrestaurant True 4.5 3.0 01159262550
mezemeze.net mezemeze True 4.6 1.0 01903765333
dartfordgreektaverna.co.uk dartfordgreektaverna True 4.2 1.0 01322271888
frosoullas.co.uk frosoullas True 4.3 1.0 01416497588
thebakeryshop.co.uk thebakeryshop False 0 0 "No Phone Number"
youngenglandkindergarten.co.uk youngenglandkindergarten False 0 0 "No Phone Number"
longacre.surrey.sch.uk longacre False 0 0 "No Phone Number"
westongreenschool.org.uk westongreenschool False 0 0 "No Phone Number"
germankindergarten.co.uk germankindergarten False 0 0 "No Phone Number"
greenwichsteinerschool.org.uk greenwichsteinerschool False 0 0 "No Phone Number"
annanschool.co.uk annanschool False 0 0 "No Phone Number"
leeds-steiner.org.uk leeds-steiner False 0 0 "No Phone Number"
durlstoncourt.co.uk durlstoncourt False 0 0 "No Phone Number"
highschoolofglasgow.co.uk highschoolofglasgow True 3.8 9.0 01419549628
stmaryscolchester.org.uk stmaryscolchester False 0 0 "No Phone Number"
ckis.org.uk ckis False 0 0 "No Phone Number"
gadshill.org gadshill False 0 0 "No Phone Number"
stmarysmelrose.org.uk stmarysmelrose False 0 0 "No Phone Number"
bourneabbey.lincs.sch.uk bourneabbey False 0 0 "No Phone Number"
chetwynde.co.uk chetwynde False 0 0 "No Phone Number"
outdoorsgroup.co.uk outdoorsgroup False 0 0 "No Phone Number"
stocktonhouseschool.co.uk stocktonhouseschool False 0 0 "No Phone Number"
wisbechgrammar.com wisbechgrammar False 0 0 "No Phone Number"
cardiffsteiner.org.uk cardiffsteiner False 0 0 "No Phone Number"
wellingtonfitness.co.uk wellingtonfitness True 4.4 5.0 01344444244
the-weddingplanner.com the-weddingplanner False 0 0 "No Phone Number"
cherishweddingplanning.co.uk cherishweddingplanning False 0 0 "No Phone Number"
lindydowling.co.uk lindydowling True 5.0 5.0 07985667013
weddingsbyemilycharlotte.co.uk weddingsbyemilycharlotte False 0 0 "No Phone Number"
theweddingplannerbridalshop.co.uk theweddingplannerbridalshop True 4.6 1.0 01436670512
bennettsdrivingschool.com bennettsdrivingschool False 0 0 "No Phone Number"
learnwithkaren.co.uk learnwithkaren False 0 0 "No Phone Number"
voltadriving.co.uk voltadriving True 4.5 2.0 07845585007
britannia-driving-school.com britannia-driving-school True 3.9 5.0 0800252692
momentumdrivingschool.com momentumdrivingschool False 0 0 "No Phone Number"
systemdrivingschool.co.uk systemdrivingschool False 0 0 "No Phone Number"
qvgdrivingschool.co.uk qvgdrivingschool True 4.3 1.0 07956399076
elite-driving-school.co.uk elite-driving-school True 4.9 5.0 02080046818
d-ss.co.uk d-ss False 0 0 "No Phone Number"
autotutors.co.uk autotutors False 0 0 "No Phone Number"
oundledriving.com oundledriving True 4.8 2.0 01536799557
aroundthebend.co.uk aroundthebend False 0 0 "No Phone Number"
blueschoolofmotoring.com blueschoolofmotoring False 0 0 "No Phone Number"
goldsmith.walsall.sch.uk goldsmith False 0 0 "No Phone Number"
olivergoldsmith.brent.sch.uk olivergoldsmith False 0 0 "No Phone Number"
propertyjobs.co.uk propertyjobs False 0 0 "No Phone Number"
outsidetheboxcomedy.co.uk outsidetheboxcomedy True 4.8 6.0 07791439363
tailormaderesources.co.uk tailormaderesources False 0 0 "No Phone Number"
tailormadesourcing.com tailormadesourcing False 0 0 "No Phone Number"
tailorandforge.com tailorandforge True 5.0 8.0 02082933311
printerandtailor.com printerandtailor True 4.8 1.0 01432265094
tailormadeestateagency.co.uk tailormadeestateagency True 5.0 4.0 01202706006
oishi-reading.co.uk oishi-reading True 4.8 9.0 01189599991
miyazaki.co.uk miyazaki True 4.6 2.0 01628785377
akasaka.co.uk akasaka False 0 0 "No Phone Number"
sakura-japanese-restaurant.co.uk sakura-japanese-restaurant False 0 0 "No Phone Number"
arigatodining.co.uk arigatodining True 4.4 1.0 01635580015
shikirestaurant.co.uk shikirestaurant True 4.6 4.0 01603619262
kamakurasushi.co.uk kamakurasushi True 4.8 3.0 02895430970
kibousushi.com kibousushi True 4.9 3.0 01242300161
sorestaurant.com sorestaurant True 4.3 3.0 02072920767
kikuchisushi.com kikuchisushi True 4.5 1.0 02076377720
kurumaya.co.uk kurumaya False 0 0 "No Phone Number"
teppanyakileeds.com teppanyakileeds True 4.5 3.0 01132453345
thenakednutritionist.co.uk thenakednutritionist False 0 0 "No Phone Number"
nutritionalbenefits.co.uk nutritionalbenefits True 5.0 1.0 07818412568
nii.org.uk nii False 0 0 "No Phone Number"
helenmoneynutrition.com helenmoneynutrition False 0 0 "No Phone Number"
